location,area,country,count,latitude,longitude
"San Nicholas Island, Santa Barbara County",California,USA,1,46.98605,-93.01354
"San Onofre State Beach, San Diego County",California,USA,4,33.3488871,-117.52491479699033
"San Onofre, San Diego County",California,USA,4,33.3803575,-117.5736037
"Sand Key Beach, Clearwater, Pinellas County",Florida,USA,1,27.9658533,-82.8001026
"Sandbridge Beach, Princess Anne County",Virginia,USA,1,36.745984,-75.9440944
Sandridge Beach,Virginia,USA,1,36.745143,-75.943567
"Sandridge Beach, Virginia Beach, Princess Anne County",Virginia,USA,1,36.75154,-76.05299
"Sands Cut, Elliot Key",Florida,USA,1,25.730832,-80.158061
"Sandspit Beach, Montaña de Oro State Park",California,USA,1,35.287988,-120.848649
"Sandy Beach, Oahu",Hawaii,USA,1,21.2852142,-157.6740780937729
"Sandy Hook (ocean side), Monmouth County",New Jersey,USA,1,42.543815,-90.616628
"Sandy Hook Bay, Highlands, Monmouth County",New Jersey,USA,2,40.410684,-74.000222
"Sandy Hook, Monmouth County",New Jersey,USA,1,35.4834095,-87.2375109
"Sanibel Island, Lee County",Florida,USA,8,26.5999265,-81.8823135
Santa Barbara Channel,California,USA,2,33.96579515,-120.09189711105296
Santa Barbara County,California,USA,3,34.7136533,-119.985823
"Santa Catalina Island, Los Angeles County",California,USA,2,34.3155072,-118.209681
"Santa Cruz, Santa Cruz County",California,USA,2,36.9743626,-122.0294673
"Santa Lucea Beach, South Hutchinson Island, St. Lucie County",Florida,USA,1,27.381947,-80.445518
"Santa Maria Island, Manatee County",Florida,USA,2,27.5213933,-82.3801566
"Santa Monica, Los Angeles County",California,USA,4,34.0194704,-118.491227
"Santa Rosa Beach, Walton County",Florida,USA,1,30.3960324,-86.2288322
"Santa Rosa Island, Escambia County",Florida,USA,1,30.6625885,-87.3451089
Santa Rosa Sound Escambia County,Florida,USA,1,30.618832,-87.347976
Santurce,Puerto Rico,USA,1,18.19523,-67.14018
Sarasota Bay,Florida,USA,1,27.3365805,-82.5308545
Sarasota County,Florida,USA,2,27.1813609,-82.3609195
"Sarasota, Sarasota County",Florida,USA,1,27.3365805,-82.5308545
"Sargent Beach, Matagorda County",Texas,USA,2,28.83526,-95.66468
"Satellite  Beach, Brevard County",Florida,USA,1,28.1760051,-80.5904623
"Savannah Beach, Savannah, Chatham County",Georgia,USA,1,32.0790074,-81.0921335
Scofield - Sandy Point,Louisiana,USA,1,32.76903,-83.93963
"Scripps, LaJolla, San Diego County",California,USA,1,34.104157,-117.709421
"Sea Bright, Monmouth County",New Jersey,USA,2,40.3615488,-73.9742051
"Sea Girt, Monmouth County",New Jersey,USA,2,40.1320592,-74.0345813
"Sea Pines Beach Club, Hilton Head, Beaufort County",South Carolina,USA,1,32.1249294,-80.78680687506075
"Sea Pines Resort, Hilton Head Island, Beaufort County",South Carolina,USA,1,32.131786500000004,-80.7928551250964
"Sea Ranch, Sonoma County",California,USA,1,38.7149778,-123.455009
"Sea Spray, Palm Beach",Florida,USA,1,32.129269,-80.801796
"Seabright, Monmouth County",New Jersey,USA,1,33.1185062,-117.30815880817991
Seabrook Beach,South Carolina,USA,2,32.5682392,-80.1592628
"Seal Beach, Orange County",California,USA,1,33.7423967,-118.1055926
"Seal Rock, Goleta Beach, Santa Barbara",California,USA,1,34.419696,-119.835296
"Seaport, Brevard County",Florida,USA,1,24.5603218,-81.8009039
Seaside,Oregon,USA,1,45.993246,-123.920213
Seaside Cove,Oregon,USA,1,45.975911350000004,-123.93926752770511
"Seaside Park, Ocean County",New Jersey,USA,1,39.9267832,-74.0763847
"Seaside, Ocean County",New Jersey,USA,1,39.9427613,-74.0735588
Sebastian Inlet,Florida,USA,1,27.860584,-80.447441
"Sebastian Inlet, Brevard County",Florida,USA,2,27.816415,-80.4706078
"Sebastian Inlet, Indian River County",Florida,USA,1,27.816415,-80.4706078
"Sebastian Inlet, Indian River or Brevard County",Florida,USA,1,27.869573449999997,-80.45631460033707
"Sebastian, Indian River County",Florida,USA,1,27.816415,-80.4706078
Second Narrows in Burrard Inlet,Vancouver,CANADA,1,49.2608724,-123.113952
"Seminole Avenue, Ormond Beach, Volusia County",Florida,USA,1,29.2848028,-81.0399881
"Sewell’s Point, near Palm Beach",Florida,USA,1,26.7056172,-80.0361517
"Shark Shallows, Ponce Inlet, Volusia County",Florida,USA,1,29.100094,-80.9315
"Sheepshead Bay, Brooklyn",New York,USA,2,40.6526006,-73.9497211
"Shell Beach, San Luis Obispo County",California,USA,1,35.1552532,-120.672394
"Shell Island Panama City Beach, Bay County",Florida,USA,2,30.1765914,-85.805386
"Shelter Cove, Humboldt County",California,USA,1,40.0304212,-124.0730866
"Shelter Cover, north of Fort Bragg, Shelter Cove, Mendocino County",California,USA,1,40.0304212,-124.0730866
"Shepard Park, Cocoa Beach, Brevard County",Florida,USA,1,28.3581532,-80.6070489
"Ship Bottom, Ocean County",New Jersey,USA,1,39.6496005,-74.1757169
"Shipwreck’s Beach, Keoneloa Bay, Kauai",Hawaii,USA,1,21.002982,-156.661179
"Shipyard Beach Club, Hilton Head Island, Beaufort County",South Carolina,USA,1,32.124931,-80.786687
"Short Sand Beach, Oswald West State Park",Oregon,USA,1,43.928744,-124.101669
"Shrewsbury River,  Monmouth County",New Jersey,USA,1,40.3612585,-73.9769405
"Shrewsbury River, Highlands, Monmouth County", New Jersey,USA,1,40.402877,-73.98481
"Shrewsbury River, Highlands, Monmouth County",New Jersey,USA,1,40.402877,-73.98481
"Siesta Key, Sarasota County",Florida,USA,1,27.276201,-82.5642993
"Siletz River mouth, Lincoln County",Oregon,USA,1,44.797345,-123.8987056
"Silva's Channel, Mokuleia, O'ahu",Hawaii,USA,1,21.57805,-157.87276
"Singer Island, Palm Beach County",Florida,USA,1,26.6279798,-80.4494174
"Singer Island, Riviera Beach",Florida,USA,1,26.7850625,-80.0375408
"Singer Island, Riviera Beach, Palm Beach County",Florida,USA,10,26.7850625,-80.0375408
"Singleton Beach, Hilton Head Island, Beaufort County",South Carolina,USA,1,32.188496349999994,-80.69951085954074
"Slaunwhite's Ledge, Hubbard Cove",Halifax,CANADA,1,54.0503,-122.386324
Small creek near Coles Island,South Carolina,USA,1,43.343173,-88.783363
"Smith Point, Long Island",New York,USA,1,43.151860299999996,-76.06119317631908
"Smithville (now Southport), Brunswick County",North Carolina,USA,1,33.937128,-78.027729
"Smyrna Dunes  Park, New Smyrna Beach, Volusia County",Florida,USA,1,29.0682964,-80.91369838288082
"Smyrna Dunes Park, New Smyrna Beach, Volusia County",Florida,USA,1,29.0682964,-80.91369838288082
"Snapper Point Jetty, Miami, Dade County",Florida,USA,1,25.61606,-80.490594
"Snipes Point, Monroe County",Florida,USA,1,25.235142,-81.034042
"Solana Beach, San Diego County",California,USA,2,32.9905597,-117.269131
"Soldier Key, Miami-Dade County",Florida,USA,1,25.6364246,-80.4989467
Somewhere between Hatteras and Beaufort,North Carolina ,USA,1,32.432796,-80.670509
"South Beach Park, Indian River County",Florida,USA,1,28.5421109,-81.3790304
"South Beach, Fort Pierce, St Lucie County",Florida,USA,1,27.3521421,-80.2806543
"South Beach, Hunting Island State Park, Beaufort County",South Carolina,USA,1,32.35187585,-80.46341107493865
"South Beach, Miami-Dade County",Florida,USA,1,27.5907528,-80.3432074
"South Beach, Sebastian, Indian River County",Florida,USA,1,27.816415,-80.4706078
"South Beach, Westport, Grays Harbor County",Washington,USA,1,46.88895345,-124.10642920000001
"South Forest Beach, Hilton Head Island, Beaufort County",South Carolina,USA,1,32.1388867,-80.7600718
"South Jacksonville Beach, Duval County",Florida,USA,1,30.27859,-81.387496
"South Jetty, Galveston",Texas,USA,1,29.32968,-94.70742
"South Jetty, New Smyrna Beach, Volusia County",Florida,USA,4,29.047109,-80.926829
"South Kohala, Hawai'i",Hawaii,USA,1,19.93333,-155.81667
"South Miami Beach, Dade County",Florida,USA,1,25.62016765,-80.38619703236486
"South Moss Beach, Spanish Bay, Monterey Peninsula",California,USA,1,41.229724,-81.545859
South Padre Island,Texas,USA,5,26.1036887,-97.1646938
"South Padre Island, Cameron County",Texas,USA,2,26.1036887,-97.1646938
"South of Cocoa Beach, Brevard County",Florida,USA,1,28.33292,-80.62533
"South of Neptune Beach, Duval County",Florida,USA,1,30.31614,-81.3819
"South of Ponce Inlet, New Smyrna Beach, Volusia County",Florida,USA,2,29.0258132,-80.9271271
"South of Ponce Inlet, Volusia County",Florida,USA,2,29.09993,-80.93151
"South of Ponce de Leon Jetty, New Smyrna Beach, Volusia County",Florida,USA,2,29.0258132,-80.9271271
"South side of Ponce de Leon Inlet, Volusia County",Florida,USA,1,36.072766,-80.238849
Southeast Farallon Island,California,USA,1,36.7014631,-118.755997
"Southeast Farallon Island, Farallon Islands",California,USA,2,36.7014631,-118.755997
"Southport, Brunswick County",North Carolina,USA,1,33.921563,-78.0202677
Southwest of O'ahu,Hawaii,USA,1,21.428739,-157.805551
"Spanish House Beach, Brevard County",Florida,USA,1,38.688937,-100.926736
"Spanish River Park Beach, Palm Beach County",Florida,USA,1,26.3821522,-80.06830011751708
"Spessard Holland Park, Melbourne Beach, Brevard County",Florida,USA,1,28.0474995,-80.54754743557038
"Spreckelsville, Maui",Hawaii,USA,1,20.89694,-156.415
"Spring Lake, Monmouth County",New Jersey,USA,2,40.1535132,-74.0293941
"St Augustine Beach, St Johns County",Florida,USA,2,29.8508613,-81.2716634
St Augustine Beach. St. Johns County,Florida,USA,1,29.8508613,-81.2716634
"St Augustine, St Johns County",Florida,USA,2,29.8946952,-81.3145395
"St Augustine, St. Johns County",Florida,USA,1,29.8946952,-81.3145395
St Lucie County,Florida,USA,1,27.3900897,-80.457904
"St. Andrews State Park, Bay County",Florida,USA,1,30.107013,-85.704213
St. Augustine,Florida,USA,1,29.8946952,-81.3145395
St. Augustine  St. Johns County,Florida,USA,1,29.8946952,-81.3145395
"St. Augustine Beach, St. John's County",Florida,USA,1,29.8508613,-81.2716634
"St. Augustine Beach, St. Johns County",Florida,USA,1,29.8508613,-81.2716634
"St. Augustine, St Johns County",Florida,USA,2,29.8946952,-81.3145395
"St. Augustine, St. John's County",Florida,USA,3,29.875069,-81.282611
"St. Augustine, St. Johns County",Florida,USA,1,29.8946952,-81.3145395
"St. Croix, Cane Bay",US Virgin Islands,USA,1,17.6972023,-64.8375204
"St. George Island (near Apachicola), Franklin County",Florida,USA,1,29.64442,-84.91479
"St. Helena Island, Beaufort County",South Carolina,USA,2,32.3850708,-80.6923169
St. John's River,Florida,USA,1,37.3380256,-121.891247
"St. John's River, Jacksonville, Duval County",Florida,USA,1,30.319997,-81.647967
"St. John, Genti Bay",US Virgin Islands,USA,1,30.147884,-85.613628
St. Louis,Missouri,USA,1,38.6280278,-90.1910154
St. Lucie County,Florida,USA,3,27.3900897,-80.457904
"St. Petersburg Beach, Pinellas County",Florida,USA,1,27.7496223,-82.75440861870078
"St. Petersburg, Pinellas County",Florida,USA,2,27.7700475,-82.6359078
"St. Petersburg, Pinnellas County",Florida,USA,1,27.7700475,-82.6359078
St. Pierre Bank,Newfoundland,CANADA,1,45.420163,-75.700665
"St. Simon Island, Glynn County",Georgia,USA,1,31.1362,-81.3874
"St. Simons Island or Jeykll Island, Glynn County",Georgia,USA,1,31.15051,-81.36954
Staten Island,New York,USA,1,40.5834557,-74.1496048
"Staten Island, Richmond County",New York ,USA,2,40.5834557,-74.1496048
"Stearns Wharf, Santa Barbara",California,USA,1,34.412162,-119.6890166
"Steel Pier, Atlantic City, Atlantic County",New Jersey,USA,1,39.357738,-74.419246
"Stillwater Cove, Monterey County",California,USA,1,33.25995355,-111.86255567380107
"Stillwater Cove, Sonoma County",California,USA,1,33.25995355,-111.86255567380107
"Stinson Beach, Marin County",California,USA,2,37.9008084,-122.6450801
"Stono Inlet, near Charleston, Charleston County",South Carolina,USA,2,32.7884363,-79.9399309
"Stuart Beach, Martin County",Florida,USA,5,27.19943375,-80.25018451409989
"Stuart Park Beach, Martin County",Florida,USA,1,41.3098844,-72.09958560735673
"Stuart Rocks, Martin County",Florida,USA,2,27.218844,-80.243101
"Stuart, Martin County",Florida,USA,1,27.197983,-80.2519175
Sullivan's Island,South Carolina,USA,4,33.6874388,-80.4363743
"Summerland Key, Monroe County",Florida,USA,1,24.6656987,-81.4423048
"Sunday Beach, Matagorda Island, Calhoun  County",Texas,USA,1,28.319879,-96.457557
"Sunglow Pier, Daytona Beach Shores, Volusia County",Florida,USA,1,29.1760933,-80.9828323
"Sunset Beach, Brunswick County",North Carolina,USA,2,33.880728,-78.512231
"Sunset Beach, O'ahu",Hawaii,USA,1,21.67084625,-158.0456707068182
"Sunset Beach, Oahu",Hawaii,USA,1,21.6718715,-158.04039
"Sunset Beach, Orange County",California,USA,1,33.7179231,-118.0706056
"Sunset Cliffs, San Diego",California,USA,1,32.7305,-117.2532
"Sunset Cliffs, San Diego, San Diego County",California,USA,1,32.7305,-117.2532
"Surf Beach, Lompoc, Santa Barbara County",California,USA,2,34.663885,-120.47076
"Surf Beach, Vandenberg AFB, Santa Barbara County",California,USA,1,34.900714,-120.426074
Surf City,North Carolina,USA,1,34.46505775,-77.57412315290213
"Surf City, Long Beach Island, Ocean County",New Jersey,USA,1,39.6587349,-74.168292
"Surf City, Topsail Island, Pender County",North Carolina,USA,2,34.46505775,-77.57412315290213
Surfside Beach,Texas,USA,1,28.950706,-95.2874288
"Surfside Beach, Brazoria County",Texas,USA,1,28.950706,-95.2874288
"Surfside Beach, Horry  County",South Carolina,USA,1,33.6060031,-78.9730887
"Surfside, Orange County",California,USA,1,33.7277995,-118.0823511
"Swampscott, Essex County",Massachusetts,USA,1,42.4699241,-70.9171507
"Table Beach, Brevard County",Florida,USA,1,26.54693,-80.113007
"Tampa Bay, Hillsborough County",Florida,USA,2,27.6886419,-82.5723193
"Tampa Bay, Manatee County",Florida,USA,1,27.6886419,-82.5723193
"Tangier Sound, Somerset County",Maryland,USA,1,38.0626234,-75.9954899
"Tavares Bay, Maui",Hawaii,USA,1,19.647634,-155.533256
"Taverniier, Monroe County",Florida,USA,1,25.235142,-81.034042
"Ten Thousand Islands National Wildlife Refuge, Collier County",Florida,USA,1,28.5421109,-81.3790304
"Terramar Beach, Carlsbad, San Diego County",California,USA,1,29.1357969,-95.0604822
"Texas City, Galveston",Texas,USA,1,29.396013,-94.9175485
The Narrows,New York,USA,1,42.3364535,-78.4869661
"The Rocks, Hutchinson Island, Martin County",Florida,USA,1,27.081959,-80.398486
"Thunderbolt, Chatham County",Georgia,USA,1,32.0335445,-81.0498342
"Tiger Shores Beach, Martin County",Florida,USA,3,27.081959,-80.398486
"Tigertail Beach, Collier County",Florida,USA,1,25.94834315,-81.74287971279435
"Tillamook Head, Clatsop County",Oregon,USA,1,45.9465254,-123.9933921
"Tofino, Vancouver",British Colombia,CANADA,1,49.2608724,-123.113952
"Tomales Point, Marin County",California,USA,4,38.248603,-122.908244
"Topanga Beach, Los Angeles County",California,USA,1,34.0388176,-118.58248904111048
"Topanga Canyon Beach, Santa Monica Bay",California,USA,1,34.0103373,-118.4979073331398
"Topsail Beach, Pender County",North Carolina,USA,1,34.3651685,-77.6305293
"Topsail Island, Pender County",North Carolina,USA,2,34.5294394,-77.8959525
"Tourmaline Surf Park, San Diego County",California,USA,1,33.841898,-117.995228
"Treasure Shores Beach, Indian River County",Florida,USA,1,27.765801,-82.768295
"Trinidad Bay, Humboldt County",California,USA,1,41.0542911,-124.1409023
"Trinidad Beach, Huboldt County",California,USA,1,28.331976,-80.6141982
"Trinidad Head, Humboldt County",California,USA,1,41.054039,-124.151989
"Trinidad State Beach, Humboldt County",California,USA,1,37.146496,-104.571865
"Trout River, Panama Park",Florida,USA,1,30.3921571,-81.64755964594028
"Truro (Cape Cod), Barnstable County",Massachusetts,USA,1,41.993437,-70.0497457
"Tunitas Beach, San Mateo County",California,USA,1,37.35564545,-122.40101627412392
"Tunnels surf break off Makua Beach, Kaua'i",Hawaii,USA,1,21.272584,-157.826433
"Turnaround, Cape Kiwanda, Tillamook County",Oregon,USA,1,37.928897,-122.386738
"Turtle Beach, Siesta Key, Sarasota County",Florida,USA,2,27.276201,-82.5642993
"Twin Arches, Hana Ranch, Maui",Hawaii,USA,1,20.801166,-156.077635
"Two miles off Key Colony Beach, Monroe County",Florida,USA,1,24.7209744,-81.0186827
"Tybee Island, Chatham County",Georgia,USA,3,31.9987321,-80.8469427
"Ulua Beach, Maui",Hawaii,USA,1,20.6905308,-156.4436696461002
"Uo, Lahaina, Maui",Hawaii,USA,1,20.8738769,-156.677678
"Upolu Point, North Kohala, Big Island",Hawaii,USA,1,31.33713,-92.16541
"Usal Creek, Bear Harbor, Mendocino County",California,USA,1,39.451963,-123.444134
"Vaca Cut Channel & bridge under Marathon, Monroe County",Florida,USA,1,24.7137524,-81.0903512
"Van Ness Municipal Pier, San Francisco",California,USA,1,37.7792588,-122.4193286
"Vaughn Beach, Flagler County",Florida,USA,1,26.6325689,-80.8689519
Velasco,Texas,USA,1,28.9619144,-95.360495
Velzyland,Hawaii,USA,1,21.67569,-158.0397
"Velzyland, north shore of O'ahu",Hawaii,USA,1,21.67569,-158.0397
"Venice Beach, Los Angeles County",California,USA,4,38.9253912,-76.4652362
"Venice Pier, Venice, Los Angeles County",California,USA,1,33.9796755,-118.4631486
Ventnor,New Jersey,USA,1,39.3405045,-74.4773916
Ventura,California,USA,1,34.3435092,-119.29560423163717
"Vero Beach, Indian River County",Florida,USA,8,27.6387163,-80.3975399
"Vero Beach, St. Lucie County",Florida,USA,1,27.6387163,-80.3975399
Vieques,Puerto Rico,USA,1,18.1524193,-65.44333068497956
"Vilano Beach, St.  Johns County",Florida,USA,3,29.9188576,-81.2928499
"Virginia Aquarium & Marine Science Center, Virginia Beach",Virginia,USA,1,36.8496579,-75.9760751
Virginia Beach,Virginia,USA,1,36.8496579,-75.9760751
"Virginia Beach, Princess Anne County",Virginia,USA,3,36.7515388,-76.0529875
Volusia County,Florida,USA,3,29.0533409,-81.1310761
"Wabasso Beach, Indian River County",Florida,USA,1,27.7642808,-80.3979434
"Waddell Reef, Santa Cruz County",California,USA,1,36.979583,-121.953915
"Wai'anae, O'ahu",Hawaii,USA,1,21.330022,-157.884853
"Waialua Bay, O'ahu",Hawaii,USA,1,19.647634,-155.533256
"Waialua Beach, Moloka'i",Hawaii,USA,1,21.576073,-158.106797
"Waiau, Pearl Harbor, O'ahu",Hawaii,USA,1,41.204509,-73.158203
"Waiehu, Maui",Hawaii,USA,1,20.9208377,-156.4956999
"Waihe'e, Maui",Hawaii,USA,1,20.93389,-156.51472
"Waihe'e, Wailuku, Maui",Hawaii,USA,1,20.909051,-156.557932
Waikiki,Hawaii,USA,1,19.593801499999998,-155.42837009716908
"Waikiki Beach, Oahu",Hawaii,USA,1,21.274180899999998,-157.82467108347416
"Waikiki,",Hawaii,USA,1,19.593801499999998,-155.42837009716908
"Waikiki, O'ahu",Hawaii,USA,1,21.265622,-157.821806
Waikoloa area,Hawaii,USA,1,19.926876,-155.813889
"Wailea Beach, Maui",Hawaii,USA,2,20.68256325,-156.4431133209012
"Wailea, Maui",Hawaii,USA,1,19.8859389,-155.1232824
"Wailua, Kaua'i",Hawaii,USA,1,20.849829,-156.138382
"Wailupe, O'ahu",Hawaii,USA,1,20.912858,-156.49769
"Waimanu, Honoka'a, Hawai'i",Hawaii,USA,1,20.07694,-155.462325
"Waimea Bay, O'ahu",Hawaii,USA,1,19.647634,-155.533256
"Waiokapua Bay/Majors Bay, Brennecke Beach, Poipu, Kaua'i Island",Hawaii,USA,1,21.873054449999998,-159.45138875833956
Waipo,Hawaii,USA,1,20.1156956,-155.5902085
"Waites Island, Horry County",South Carolina,USA,1,33.9204504,-78.9578973
"Walden Rocks, St. Lucie County",Florida,USA,1,27.381947,-80.445518
"Walls Beach, Vandenberg AFB, Santa Barbara County",California,USA,1,34.900714,-120.426074
"Walton Rocks, St Lucie County",Florida,USA,1,30.5030547,-86.1371041
Water Island,US Virgin Islands,USA,1,18.31804345,-64.95392338622615
"Waveland Beach, Hutchinson Island, St Lucie County",Florida,USA,1,27.26511365,-80.20123367260678
"Waveland Beach, Hutchinson Island, St. Lucie County",Florida,USA,1,27.26511365,-80.20123367260678
West Bay near Galveston,Texas,USA,1,29.3056996,-94.7933252
"West Bay, 19 miles from Galveston",Texas,USA,1,29.2669638,-94.8408076
"West Beach, Galveston",Texas,USA,1,29.217739,-94.9093656
"West Cove, Catalina Island",California,USA,1,39.0677819,-76.50011192295082
"West Palm Beach, Palm Beach County",Florida,USA,1,26.715364,-80.0532942
"White Plains Beach, Barbers Point, O'ahu",Hawaii,USA,2,37.788798,-122.294037
"White Plains Beach, Oahu",Hawaii,USA,2,20.037582,-155.621818
Whitewood Point on Lloyd Neck in Oyster Bay,New York,USA,1,40.8725519,-73.530516
"Wiggins Pass, Collier County",Florida,USA,1,28.5421109,-81.3790304
"Wilbur-by-the-Sea, Volusia County",Florida,USA,1,29.1313721,-80.9575542
"Will Rogers State Beach, Los Angeles County",California,USA,1,34.03200925,-118.5290619914841
"Wilmington River, Chatham County",Georgia,USA,1,32.0487979,-81.0323281
Winchester Bay,Oregon,USA,3,43.6770608,-124.1748369
"Winchester Bay, Douglas County",Oregon,USA,1,43.6770608,-124.1748369
"Windsor Beach, Indian River County",Florida,USA,1,27.7871367,-80.4097395
Windy Hill Beach,South Carolina,USA,1,33.7936159,-78.7301108
"Windy Hill, near Myrtle Beach, Horry County",South Carolina,USA,1,33.6956461,-78.8900409
"Winterhaven Park,           Ponce Inlet, Volusia County",Florida,USA,1,29.10432725,-80.9413695402376
Winyah Bay,South Carolina,USA,1,33.2662776,-79.233105
"Woodcliff Channel, Freeport, Long Island",New York,USA,1,43.151860299999996,-76.06119317631908
"Woolsey's Point, East River",New York,USA,1,42.6478472,-76.1140932
"World Typhoon Lagoon, Disney Water Park, Orange County",Florida,USA,1,28.5421109,-81.3790304
"Wreck of the Navy Barge, 22 miles SE of Rudee",Virginia,USA,1,36.82709,-75.9766
Wreck of the U-352,North Carolina ,USA,1,47.8937804,-89.2224499
Wrightsville Beach,South Carolina,USA,1,34.2079917,-77.7955907
"Wrightsville Beach, New Hanover County",North Carolina,USA,5,34.2079917,-77.7955907
"Zuma Beach, Santa Monica, Los Angeles County",California,USA,1,34.0194704,-118.491227
"a creek near Jacksonville, Duval County",Florida,USA,1,30.380617,-81.692739
"a pier at the end of Caxambas Drive, Marco Island",Florida,USA,1,25.929066,-81.70202
"off Grand Lake, Cameron Parish",Louisiana,USA,1,30.03077,-93.2721
½ mile offshore & 9 miles north of Fort Pierce,Florida,USA,1,27.454542500000002,-80.3397315
“Southern Wharf”,South Carolina,USA,1,37.3292167,-86.3646994
